 ,Full Name,Gender,Age,State,Job Classification,Date Joined,Balance,Marital Status,education,House Loan,Other Loan,contact,Previous Outcome,Loan Default,Customer Code
225,Sylvester Morales,Male,31.0,California,White Collar,2017-04-14,94372.51,married,primary,yes,no,cellular,unknown,no,A0225
226,Edwin Malone,Male,40.0,California,White Collar,2017-04-14,14737.97,single,secondary,yes,no,unknown,unknown,no,A0226
227,Robert Munoz,Male,29.0,California,Other,2017-04-15,158464.39,married,secondary,no,no,cellular,unknown,no,A0227
228,Salvador Bass,Female,37.0,California,White Collar,2017-04-15,6881.36,married,secondary,yes,no,cellular,other,no,A0228
229,Salvador Bass,Female,36.0,California,White Collar,2017-04-15,63633.25,married,primary,yes,no,cellular,unknown,no,A0229
230,Trevor Jones,Male,42.0,California,White Collar,2017-04-15,77496.67,married,tertiary,yes,yes,cellular,other,no,A0230
231,Rachel Gomez,Female,45.0,California,White Collar,2017-04-15,58579.49,married,secondary,no,no,cellular,unknown,no,A0231
232,Bethany Pena,Male,41.0,California,Blue Collar,2017-04-15,86211.64,married,tertiary,no,no,unknown,unknown,no,A0232
233,Robert Munoz,Male,42.0,California,White Collar,2017-04-16,95326.45,single,secondary,yes,no,cellular,failure,no,A0233
234,Jenny Garcia,Male,42.0,California,White Collar,2017-04-16,15221.9,single,secondary,yes,no,cellular,success,no,A0234
235,Ernest Davis,Female,40.0,California,White Collar,2017-04-16,70922.28,single,secondary,no,no,cellular,unknown,no,A0235
236,Rachel Gomez,Female,43.0,California,White Collar,2017-04-16,38121.13,divorced,secondary,no,no,cellular,unknown,no,A0236
237,Elbert Klein,Female,43.0,California,White Collar,2017-04-16,35651.43,married,secondary,yes,no,cellular,other,no,A0237
238,Christina Fuller,Female,27.0,Wyoming,Other,2017-04-16,58601.55,married,unknown,yes,no,unknown,unknown,no,A0238
239,Elaine Ellis,Female,35.0,California,White Collar,2017-04-17,17730.57,married,primary,no,no,unknown,unknown,no,A0239
240,Austin Reynolds,Male,32.0,California,White Collar,2017-04-17,75608.9,married,tertiary,yes,no,cellular,unknown,no,A0240
241,Eddie Green,Male,43.0,California,White Collar,2017-04-17,22307.16,single,secondary,yes,no,cellular,unknown,no,A0241
242,Elbert Klein,Female,34.0,California,Blue Collar,2017-04-17,85294.66,married,tertiary,no,no,cellular,unknown,no,A0242
243,Patty Thompson,Male,47.0,California,Blue Collar,2017-04-17,173349.19,married,tertiary,no,no,cellular,unknown,no,A0243
244,Arturo Francis,Male,39.0,California,White Collar,2017-04-17,67364.43,married,secondary,yes,yes,unknown,unknown,no,A0244
245,Mable Lindsey,Male,31.0,California,White Collar,2017-04-17,14726.22,married,secondary,yes,no,unknown,unknown,no,A0245
246,Edwin Malone,Male,30.0,California,White Collar,2017-04-17,6629.43,married,tertiary,yes,no,cellular,other,no,A0246
247,Joey Wong,Female,33.0,California,White Collar,2017-04-17,21461.61,married,secondary,yes,no,unknown,unknown,no,A0247
248,Drew Rogers,Male,37.0,California,White Collar,2017-04-17,6362.0,single,secondary,no,no,cellular,unknown,no,A0248
249,Lynette Brewer,Male,43.0,California,White Collar,2017-04-17,48755.73,married,tertiary,yes,no,cellular,unknown,no,A0249
250,Sonya Mullins,Female,30.0,California,Blue Collar,2017-04-17,20009.78,married,secondary,no,yes,cellular,failure,no,A0250
251,Brooke Horton,Female,33.0,California,White Collar,2017-04-17,85262.75,married,tertiary,yes,no,cellular,unknown,no,A0251
252,Don Gonzales,Male,30.0,California,White Collar,2017-04-17,111324.36,married,tertiary,no,no,cellular,unknown,no,A0252
253,Rachel Gomez,Female,29.0,California,White Collar,2017-04-17,61547.27,divorced,primary,no,yes,cellular,unknown,no,A0253
254,Isabel Cross,Male,34.0,California,White Collar,2017-04-17,30261.99,married,primary,yes,no,cellular,failure,no,A0254
255,Bethany Pena,Female,36.0,California,Blue Collar,2017-04-17,30414.94,married,primary,no,no,cellular,unknown,no,A0255
256,Ruben Nunez,Male,46.0,Nevada,Blue Collar,2017-04-17,44009.34,married,secondary,yes,yes,unknown,unknown,no,A0256
257,Herman Williams,Male,36.0,Nevada,Blue Collar,2017-04-17,118630.73,married,tertiary,no,yes,cellular,unknown,no,A0257
258,Lance Yates,Male,54.0,Nevada,Other,2017-04-17,3152.13,single,secondary,no,no,cellular,unknown,no,A0258
259,Sonya Mullins,Female,50.0,Nevada,Other,2017-04-17,27103.73,divorced,tertiary,yes,no,cellular,unknown,no,A0259
260,Brooke Horton,Male,45.0,Nevada,Blue Collar,2017-04-17,38893.66,single,secondary,no,yes,cellular,unknown,yes,A0260
261,Lorraine Gibson,Male,47.0,Nevada,Blue Collar,2017-04-17,28621.37,married,secondary,yes,yes,cellular,unknown,no,A0261
262,Della Jensen,Female,59.0,Nevada,Other,2017-04-17,35149.1,single,secondary,no,no,cellular,unknown,no,A0262
263,Rachel Gomez,Female,41.0,Nevada,Other,2017-04-17,130981.39,single,tertiary,no,no,cellular,unknown,no,A0263
264,Paulette Spencer,Female,48.0,Nevada,Other,2017-04-17,15785.87,married,tertiary,no,yes,cellular,unknown,no,A0264
265,Rachel Gomez,Male,52.0,Nevada,Blue Collar,2017-04-17,67481.55,married,tertiary,no,no,cellular,failure,no,A0265
266,Beth Tucker,Female,28.0,Nevada,Other,2017-04-17,19644.16,married,secondary,yes,yes,unknown,unknown,no,A0266
267,Della Jensen,Male,55.0,Nevada,Other,2017-04-17,55212.63,single,secondary,yes,no,unknown,unknown,no,A0267
268,Rachel Gomez,Male,28.0,Wyoming,Blue Collar,2017-04-17,100267.6,married,tertiary,yes,yes,cellular,unknown,no,A0268
269,Bernadette Page,Female,42.0,Wyoming,Other,2017-04-17,65811.4,single,secondary,yes,no,telephone,unknown,no,A0269
270,Cecilia Manning,Female,63.0,Wyoming,Other,2017-04-17,40328.36,divorced,secondary,no,no,cellular,unknown,no,A0270
271,Eddie Green,Male,30.0,Wyoming,White Collar,2017-04-17,43151.96,married,secondary,yes,no,cellular,failure,no,A0271
272,Paulette Spencer,Female,25.0,Oregon,White Collar,2017-04-17,73129.31,single,secondary,yes,yes,cellular,unknown,yes,A0272
273,Joey Wong,Male,41.0,California,White Collar,2017-04-18,61566.69,married,secondary,no,no,unknown,unknown,no,A0273
274,Allan Ramos,Female,34.0,California,Other,2017-04-18,166891.48,married,secondary,yes,no,cellular,unknown,no,A0274
275,Bernadette Page,Male,42.0,California,White Collar,2017-04-19,15095.46,single,tertiary,yes,no,cellular,unknown,no,A0275
276,Blake Bridges,Male,30.0,California,Blue Collar,2017-04-19,20944.97,married,secondary,yes,no,unknown,unknown,no,A0276
277,Elvira Bowman,Female,37.0,California,White Collar,2017-04-19,85930.43,married,tertiary,no,no,cellular,failure,no,A0277
278,Fernando Rowe,Female,30.0,California,Blue Collar,2017-04-19,106858.49,single,tertiary,no,no,cellular,unknown,no,A0278
279,Jenny Garcia,Male,42.0,California,White Collar,2017-04-19,48039.75,married,primary,no,no,cellular,unknown,no,A0279
280,Allan Ramos,Female,31.0,California,Other,2017-04-19,1068.87,divorced,primary,yes,no,cellular,unknown,no,A0280
281,Fernando Rowe,Male,37.0,California,Blue Collar,2017-04-19,155037.04,married,tertiary,no,no,unknown,unknown,no,A0281
282,Beth Tucker,Female,29.0,California,White Collar,2017-04-20,105078.6,married,secondary,yes,no,cellular,unknown,no,A0282
283,Andrew Meyer,Female,34.0,California,White Collar,2017-04-20,18743.69,single,secondary,yes,no,unknown,unknown,no,A0283
284,Della Jensen,Female,30.0,California,White Collar,2017-04-20,10649.97,divorced,secondary,no,no,unknown,unknown,no,A0284
285,Mable Lindsey,Male,34.0,California,White Collar,2017-04-21,77300.21,married,secondary,no,no,unknown,unknown,no,A0285
286,Rachel Gomez,Female,31.0,California,Other,2017-04-21,143585.82,single,tertiary,yes,no,unknown,unknown,no,A0286
287,Edwin Malone,Male,41.0,California,White Collar,2017-04-21,96612.64,married,secondary,yes,no,unknown,unknown,no,A0287
288,Patty Thompson,Male,37.0,California,White Collar,2017-04-21,56501.51,married,secondary,yes,no,unknown,unknown,no,A0288
289,Rachel Gomez,Female,32.0,California,White Collar,2017-04-22,76819.55,married,tertiary,yes,no,cellular,unknown,no,A0289
290,Della Jensen,Male,40.0,California,White Collar,2017-04-22,105009.88,married,tertiary,no,yes,cellular,success,yes,A0290
291,Colleen Warren,Female,21.0,California,White Collar,2017-04-22,8163.88,married,primary,yes,no,cellular,unknown,yes,A0291
292,Bernadette Page,Female,40.0,California,White Collar,2017-04-22,37682.66,married,secondary,yes,no,unknown,unknown,no,A0292
293,Rachel Gomez,Male,45.0,California,Other,2017-04-22,97188.04,married,secondary,no,no,cellular,unknown,no,A0293
294,Donna Reid,Male,27.0,California,Other,2017-04-22,35324.52,divorced,secondary,yes,yes,cellular,unknown,no,A0294
295,Arturo Francis,Male,45.0,Nevada,Blue Collar,2017-04-22,24511.58,married,tertiary,no,no,cellular,unknown,no,A0295
296,Drew Rogers,Female,31.0,California,White Collar,2017-04-23,75421.25,divorced,unknown,yes,no,cellular,unknown,yes,A0296
297,Salvador Bass,Female,33.0,California,White Collar,2017-04-23,226.75,married,tertiary,no,no,cellular,unknown,no,A0297
298,Bethany Pena,Female,26.0,California,White Collar,2017-04-23,22025.96,divorced,primary,yes,no,unknown,unknown,yes,A0298
299,Max Rodgers,Female,40.0,California,White Collar,2017-04-23,21984.4,married,secondary,yes,yes,cellular,unknown,yes,A0299
300,Sandra Floyd,Male,53.0,Nevada,Blue Collar,2017-04-23,95982.9,married,secondary,yes,no,cellular,unknown,yes,A0300
301,Peter Hodges,Male,41.0,Nevada,Blue Collar,2017-04-23,148044.48,divorced,primary,no,no,cellular,unknown,no,A0301
302,Rachel Gomez,Male,30.0,Wyoming,Blue Collar,2017-04-23,20293.9,divorced,primary,no,no,cellular,failure,no,A0302
303,Andrew Meyer,Male,42.0,California,Blue Collar,2017-04-24,183437.0,married,secondary,yes,no,telephone,unknown,no,A0303
304,Beth Tucker,Female,42.0,California,White Collar,2017-04-24,45483.13,married,secondary,yes,no,cellular,unknown,no,A0304
305,Lula Daniels,Male,29.0,California,White Collar,2017-04-24,13136.19,married,unknown,no,yes,cellular,unknown,no,A0305
306,Cindy Becker,Male,32.0,California,White Collar,2017-04-24,90278.96,married,secondary,no,yes,cellular,unknown,no,A0306
307,Bobbie Ryan,Male,33.0,California,Blue Collar,2017-04-24,3666.28,married,secondary,yes,no,cellular,unknown,yes,A0307
308,Cecilia Manning,Male,43.0,California,White Collar,2017-04-24,49716.9,married,primary,yes,yes,unknown,unknown,no,A0308
309,Colleen Warren,Male,30.0,California,White Collar,2017-04-24,31784.0,married,tertiary,yes,no,unknown,unknown,no,A0309
310,Marion Glover,Female,33.0,California,White Collar,2017-04-24,90859.39,married,tertiary,no,no,cellular,unknown,no,A0310
311,Ruben Nunez,Male,30.0,California,Blue Collar,2017-04-25,39658.46,married,secondary,yes,yes,cellular,failure,no,A0311
312,Arturo Francis,Male,45.0,California,Blue Collar,2017-04-25,31567.15,married,unknown,no,no,cellular,unknown,no,A0312
313,Peter Hodges,Female,40.0,California,White Collar,2017-04-26,98427.91,single,primary,yes,no,cellular,unknown,no,A0313
314,Edwin Malone,Female,31.0,California,White Collar,2017-04-26,129624.15,married,tertiary,no,yes,cellular,unknown,no,A0314
315,Robert Munoz,Male,27.0,California,Other,2017-04-26,10948.27,single,tertiary,yes,no,cellular,failure,yes,A0315
316,Marion Glover,Female,37.0,California,White Collar,2017-04-26,8373.69,married,primary,yes,no,unknown,unknown,no,A0316
317,Guillermo Potter,Male,35.0,California,White Collar,2017-04-26,65357.97,married,secondary,no,no,cellular,unknown,no,A0317
318,Trevor Jones,Female,43.0,California,Blue Collar,2017-04-27,2292.9,married,primary,no,yes,unknown,unknown,no,A0318
319,Della Jensen,Male,30.0,California,White Collar,2017-04-27,34350.07,married,secondary,no,no,cellular,failure,yes,A0319
320,Salvador Bass,Male,34.0,California,White Collar,2017-04-27,64154.28,single,secondary,no,no,unknown,unknown,no,A0320
321,Bethany Pena,Male,43.0,California,Blue Collar,2017-04-27,101206.42,married,unknown,no,no,unknown,unknown,no,A0321
322,Don Gonzales,Female,30.0,California,Other,2017-04-27,52412.46,married,secondary,no,no,cellular,unknown,no,A0322
323,Beth Tucker,Female,21.0,California,White Collar,2017-04-27,67230.15,single,tertiary,no,yes,cellular,unknown,no,A0323
324,Brooke Horton,Male,54.0,California,White Collar,2017-04-27,49421.22,married,tertiary,no,no,cellular,success,yes,A0324
325,Ernest Davis,Male,35.0,California,Other,2017-04-28,61313.04,married,primary,yes,yes,unknown,unknown,no,A0325
326,Edwin Malone,Female,42.0,California,White Collar,2017-04-28,106919.48,married,secondary,no,no,cellular,failure,no,A0326
327,Rachel Gomez,Male,40.0,California,Other,2017-04-28,11138.21,married,secondary,no,yes,cellular,unknown,no,A0327
328,Elvira Bowman,Female,34.0,California,White Collar,2017-04-28,3008.73,single,tertiary,yes,no,cellular,unknown,yes,A0328
329,Beth Tucker,Female,37.0,California,White Collar,2017-04-28,18513.55,married,secondary,no,no,cellular,success,yes,A0329
330,Ruben Nunez,Female,31.0,California,White Collar,2017-04-28,29749.84,single,secondary,yes,no,unknown,unknown,no,A0330
331,Iris Underwood,Male,44.0,California,White Collar,2017-04-28,74648.58,married,secondary,no,no,cellular,unknown,no,A0331
332,Billie Chandler,Female,34.0,California,White Collar,2017-04-28,36878.96,single,tertiary,yes,no,cellular,other,no,A0332
333,Isabel Cross,Male,54.0,Nevada,Blue Collar,2017-04-28,23668.78,married,secondary,yes,no,cellular,unknown,no,A0333
334,Brooke Horton,Female,33.0,California,White Collar,2017-04-29,61384.37,married,primary,yes,no,cellular,unknown,yes,A0334
335,Trevor Jones,Female,42.0,California,Blue Collar,2017-04-29,11317.51,single,tertiary,no,no,cellular,unknown,yes,A0335
336,Ben Perez,Female,36.0,California,White Collar,2017-04-29,37510.42,divorced,tertiary,no,yes,unknown,unknown,no,A0336
337,Colleen Warren,Female,22.0,California,White Collar,2017-04-29,105262.07,married,primary,no,no,unknown,unknown,no,A0337
338,Lynette Brewer,Male,42.0,California,White Collar,2017-04-29,46675.63,single,tertiary,yes,no,cellular,failure,no,A0338
339,Brooke Horton,Female,58.0,Nevada,Other,2017-04-29,49264.21,married,primary,no,no,cellular,success,no,A0339
340,Isabel Cross,Female,20.0,Wyoming,White Collar,2017-04-29,2219.48,divorced,primary,no,no,cellular,unknown,no,A0340
341,Dan Peterson,Female,29.0,California,White Collar,2017-04-30,6726.75,married,tertiary,yes,yes,cellular,failure,no,A0341
342,Isabel Cross,Male,38.0,California,White Collar,2017-04-30,27511.34,married,tertiary,no,no,cellular,unknown,no,A0342
343,Christina Fuller,Male,33.0,California,White Collar,2017-04-30,46129.28,single,tertiary,no,yes,cellular,unknown,no,A0343
344,Eric Rose,Female,35.0,California,White Collar,2017-04-30,87771.25,single,tertiary,yes,no,unknown,unknown,no,A0344
345,Isabel Cross,Male,36.0,California,White Collar,2017-04-30,15184.64,single,unknown,yes,no,cellular,unknown,no,A0345
346,Carla Mccormick,Male,31.0,California,White Collar,2017-05-02,30700.63,single,secondary,yes,yes,cellular,failure,no,A0346
347,Isabel Cross,Male,56.0,Nevada,Other,2017-05-02,105894.18,married,tertiary,no,no,cellular,unknown,no,A0347
348,Joey Wong,Male,51.0,Nevada,Other,2017-05-02,41553.88,married,primary,no,no,cellular,success,yes,A0348
349,Arturo Francis,Male,55.0,Nevada,Blue Collar,2017-05-02,89605.25,married,secondary,yes,yes,unknown,unknown,no,A0349
350,Joey Wong,Male,61.0,Nevada,Blue Collar,2017-05-02,47641.34,married,tertiary,yes,no,cellular,failure,no,A0350
351,Christy Olson,Male,38.0,Wyoming,Blue Collar,2017-05-02,72322.7,married,secondary,yes,no,cellular,unknown,no,A0351
352,Marion Glover,Male,51.0,Nevada,White Collar,2017-05-03,135182.33,married,tertiary,yes,no,cellular,unknown,no,A0352
353,Cecilia Manning,Male,58.0,Nevada,Blue Collar,2017-05-03,9575.84,married,tertiary,no,yes,cellular,unknown,no,A0353
354,Trevor Jones,Male,42.0,Nevada,Other,2017-05-03,20019.75,married,tertiary,no,no,cellular,failure,no,A0354
355,Johanna Boone,Male,46.0,Nevada,Blue Collar,2017-05-03,16342.34,married,tertiary,yes,no,cellular,failure,no,A0355
356,Isabel Cross,Male,42.0,Nevada,Blue Collar,2017-05-03,26476.9,single,secondary,yes,no,unknown,unknown,no,A0356
357,Drew Rogers,Female,27.0,Wyoming,Other,2017-05-03,27022.73,married,secondary,yes,no,unknown,unknown,no,A0357
358,Carla Mccormick,Male,28.0,Wyoming,Blue Collar,2017-05-03,10042.25,single,unknown,no,no,cellular,unknown,no,A0358
359,Trevor Jones,Female,17.0,Oregon,Other,2017-05-03,98205.09,divorced,secondary,no,no,cellular,unknown,yes,A0359
360,Robert Munoz,Female,44.0,California,White Collar,2017-05-04,12115.39,single,secondary,yes,no,cellular,unknown,no,A0360
361,Blake Bridges,Male,45.0,Nevada,Blue Collar,2017-05-04,101874.46,single,tertiary,no,no,cellular,unknown,no,A0361
362,Brooke Horton,Male,52.0,Nevada,White Collar,2017-05-04,159976.94,married,primary,yes,yes,cellular,unknown,no,A0362
363,Blake Bridges,Male,45.0,Nevada,Blue Collar,2017-05-04,35915.39,married,primary,yes,no,unknown,unknown,no,A0363
364,Jenny Garcia,Female,34.0,Wyoming,White Collar,2017-05-04,8437.84,married,secondary,yes,no,cellular,unknown,no,A0364
365,Elvira Bowman,Female,28.0,Wyoming,Other,2017-05-04,97318.75,married,tertiary,no,no,cellular,unknown,no,A0365
366,Shari Silva,Female,35.0,Wyoming,White Collar,2017-05-04,26111.21,single,secondary,no,no,cellular,unknown,no,A0366
367,Cindy Becker,Female,32.0,Wyoming,White Collar,2017-05-04,28204.36,single,secondary,yes,no,cellular,unknown,no,A0367
368,Cindy Becker,Female,31.0,Oregon,Other,2017-05-04,92983.04,single,tertiary,yes,no,cellular,failure,no,A0368
369,Shari Silva,Female,38.0,California,White Collar,2017-05-05,59715.03,single,primary,no,no,cellular,unknown,yes,A0369
370,Della Jensen,Male,62.0,Nevada,Other,2017-05-05,79613.6,married,secondary,yes,no,cellular,other,no,A0370
371,Ernest Davis,Male,44.0,Nevada,Other,2017-05-05,9384.69,married,tertiary,no,no,unknown,unknown,no,A0371
372,Willie Vega,Male,54.0,Nevada,Blue Collar,2017-05-05,30156.61,married,primary,no,no,cellular,unknown,no,A0372
373,Marian Hill,Male,39.0,Nevada,Blue Collar,2017-05-05,24699.16,married,secondary,no,no,unknown,unknown,no,A0373
374,Robert Munoz,Male,19.0,Wyoming,Blue Collar,2017-05-05,141470.72,married,secondary,yes,no,cellular,unknown,no,A0374
375,Eddie Green,Female,44.0,Wyoming,Other,2017-05-05,71300.67,married,secondary,yes,no,cellular,failure,no,A0375
376,Rachel Gomez,Female,28.0,Oregon,Other,2017-05-05,66192.13,single,secondary,yes,no,cellular,failure,no,A0376
377,Eddie Green,Female,49.0,California,Other,2017-05-06,13609.75,married,primary,yes,no,unknown,unknown,no,A0377
378,Felicia Jennings,Male,18.0,California,White Collar,2017-05-06,463.09,married,tertiary,yes,no,cellular,failure,yes,A0378
379,Paulette Spencer,Female,38.0,California,Other,2017-05-06,29467.91,divorced,primary,yes,no,unknown,unknown,no,A0379
